Name,Description,Review,Data type,Category,Source Citation,Source Description,63 Hz,125 Hz,250 Hz,500 Hz,1000 Hz,2000 Hz,4000 Hz,8000 Hz
Daikin FDYQ250LV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,74,73.5,66.5,59.5,58.5,53.5,48.5,39
Daikin FDYQ250LV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,83,79,76.5,68.5,67.5,64.5,62.5,52.5
Daikin FDYQ250LV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,79,78,74.5,73.5,72.5,70,67.5,56
Daikin FDYQ200LV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,68,68.5,61.5,55,52,47.5,41,30.5
Daikin FDYQ200LV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,78.5,74.5,71.5,68,65,60.5,57.5,47
Daikin FDYQ200LV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,76,74.5,71,70.5,69.5,65,61.5,51.5
Daikin FDYQ180LV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,68.5,69,62,55.5,53.5,50,42.5,31
Daikin FDYQ180LV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,78,75,71.5,66.5,63.5,60,55.5,45
Daikin FDYQ180LV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,77,76,72,71,70,66.5,63,52
Daikin FDYQ140LV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,69.5,67,63.5,59.5,58,54,50.5,40.5
Daikin FDYQ140LV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,78,79.5,76,71,68,65.5,63,55.5
Daikin FDYQ140LV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,75,75,75,72,72.5,68,65,61
Daikin FDYQ125LV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,65.5,63,59.5,56,54.5,51,48,35.5
Daikin FDYQ125LV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,75.5,76.5,73,68,65.5,63,60,52
Daikin FDYQ125LV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,71,71.5,71.2,69,69.5,64.5,61.5,56
Daikin FDYQ100LV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,62,62,57,54,53.5,49.5,39.5,32
Daikin FDYQ100LV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,72.5,74,73.5,66.5,62,59,57,49.5
Daikin FDYQ100LV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,71.5,72,69.5,68,67.5,61.5,59,55
Daikin FDYQ71LV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,63.5,61.5,57,50.5,51,46,38,30
Daikin FDYQ71LV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,68,71.5,66,59.5,59,55.5,51.5,44
Daikin FDYQ71LV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,64,67,66.5,63,62,55.5,53.4,47.5
Daikin FDYQ60DV1 Breakout,Indoor Unit - Casing Radiation,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,64,61.2,58.3,48.8,46,42.2,35,24
Daikin FDYQ60DV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,69,66.9,62.9,57.2,58.8,57.4,52.3,43.1
Daikin FDYQ60DV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,62,62,62.9,58,59.7,57.4,52.3,43.1
Daikin FDYQ50DV1 Breakout,Indoor Unit - Casing Radiation,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,63,60.2,57.3,48.3,45.2,41.7,34.4,22.9
Daikin FDYQ50DV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,69,66.5,62.4,56.1,57.9,56.7,51.5,42.1
Daikin FDYQ50DV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01- 0712,63,62,62.5,57.8,59,55.4,49.3,40.7
Daikin FDYQN160LBV1 Breakout,Indoor Unit - Casing Radiation,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,73.5,72.5,67.5,62,59,52.5,46,38.5
Daikin FDYQN160LBV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,81.5,83,79,74.5,72,69,66.5,59
Daikin FDYQN160LBV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,79,80,78.5,78.5,77.5,74,69,64.5
Daikin FDYQN140LBV1 Breakout,Indoor Unit - Casing Radiation,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,72,70.5,65.5,60,57,51,44,36.5
Daikin FDYQN140LBV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,79.5,81,77,73,70,67,64.5,57.5
Daikin FDYQN140LBV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,77,78,77,76.5,75.5,72,67,62.5
Daikin FDYQN125LAV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,65.5,63,59.5,56,54.5,51,48,35.5
Daikin FDYQN125LAV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,75.5,76.5,73,68,65.5,63,60,52
Daikin FDYQN125LAV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,71,71.5,71.2,69,69.5,64.5,61.5,56
Daikin FDYQN100LAV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,62,62,57,54,53.5,49.5,39.5,32
Daikin FDYQN100LAV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,72.5,74,73.5,66.5,62,59,57,49.5
Daikin FDYQN100LAV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,71.5,72,69.5,68,67.5,61.5,59,55
Daikin FDYQN71LAV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,63.5,61.5,57,50.5,51,46,38,30
Daikin FDYQN71LAV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,68,71.5,66,59.5,59,55.5,51.5,44
Daikin FDYQN71LAV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU01-1114,64,67,66.5,63,62,55.5,53.5,47.5
Daikin FDYQN250LBV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU11-0615,74,73.5,66.5,59.5,58.5,53.5,48.5,39
Daikin FDYQN250LBV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU11-0615,83,79,76.5,68.5,67.5,64.5,62.5,52.5
Daikin FDYQN250LBV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU11-0615,79,78,74.5,73.5,72.5,70,67.5,56
Daikin FDYQN200LBV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU11-0615,68,68.5,61.5,55,52,47.5,41,30.5
Daikin FDYQN200LBV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU11-0615,78.5,74.5,71.5,68,65,60.5,57.5,47
Daikin FDYQN200LBV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU11-0615,76,74.5,71,70.5,69.5,65,61.5,51.5
Daikin FDYQN180LBV1 Breakout,Indoor Unit - Case Breakout,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU11-0615,68.5,69,62,55.5,53.5,50,42.5,31
Daikin FDYQN180LBV1 Return,Indoor Unit - Inlet,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU11-0615,78,75,71.5,66.5,63.5,60,55.5,45
Daikin FDYQN180LBV1 Supply,Indoor Unit - Discharge,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,EDAU11-0615,77,76,72,71,70,66.5,63,52
Mitsubishi PEFY-P250VMH-E-F,Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,78.02,75.39,64.05,63.61,61.18,56.43,47.69,36.62
Mitsubishi PEFY-P250VMH-E,Indoor Unit - Ceiling Concealed,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,City Multi Series AC&R 2011 spreadsheet,67,71,66,64,65,59,57.5,47
Temperzone HWP 36Y 10V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,62,62,62,58,59,57,53,53
Temperzone HWP 36Y 10V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,66,66,64,59,56,56,53,53
Temperzone HWP 36Y 10V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,61,63,62,46,40,39,35,30
Temperzone HWP 36Y 8V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,61,61,59,55,55,54,50,50
Temperzone HWP 36Y 8V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,64,64,61,56,53,54,50,50
Temperzone HWP 36Y 8V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,59,61,59,43,37,37,32,27
Temperzone HWP 36Y 6V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,54,54,51,48,49,46,41,41
Temperzone HWP 36Y 6V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,59,59,54,50,48,47,43,43
Temperzone HWP 36Y 6V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,54,56,52,37,32,30,25,20
Temperzone HWP 36Y 4V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,49,49,46,40,39,35,28,28
Temperzone HWP 36Y 4V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,56,56,50,46,44,43,43,43
Temperzone HWP 36Y 4V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,51,53,48,33,28,26,25,20
Temperzone HWP 48Y 10V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,62,62,62,58,59,57,53,53
Temperzone HWP 48Y 10V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,66,66,64,59,56,56,53,53
Temperzone HWP 48Y 10V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,61,63,62,46,40,39,35,30
Temperzone HWP 48Y 8V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,61,61,59,55,55,54,50,50
Temperzone HWP 48Y 8V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,64,64,61,56,53,54,50,50
Temperzone HWP 48Y 8V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,59,61,59,43,37,37,32,27
Temperzone HWP 48Y 6V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,54,54,51,48,49,46,41,41
Temperzone HWP 48Y 6V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,59,59,54,50,48,47,43,43
Temperzone HWP 48Y 6V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,54,56,52,37,32,30,25,20
Temperzone HWP 48Y 4V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,49,49,46,40,39,35,28,28
Temperzone HWP 48Y 4V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,56,56,50,46,44,43,43,43
Temperzone HWP 48Y 4V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,51,53,48,33,28,26,25,20
Temperzone HWP 59Y 10V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,63,63,63,57,58,54,50,50
Temperzone HWP 59Y 10V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,66,66,61,59,59,56,49,49
Temperzone HWP 59Y 10V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,61,63,59,46,43,39,31,26
Temperzone HWP 59Y 8V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,63,63,63,57,58,54,50,50
Temperzone HWP 59Y 8V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,64,64,58,56,55,53,44,44
Temperzone HWP 59Y 8V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,59,61,56,43,39,36,26,21
Temperzone HWP 59Y 6V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,60,60,57,52,51,47,43,43
Temperzone HWP 59Y 6V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,63,63,55,55,53,50,41,41
Temperzone HWP 59Y 6V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,58,60,53,42,37,33,23,18
Temperzone HWP 59Y 4V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,57,57,51,45,42,38,35,35
Temperzone HWP 59Y 4V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,61,61,53,53,51,48,38,38
Temperzone HWP 59Y 4V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,56,58,51,40,35,31,20,15
Temperzone HWP 79Y 10V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,67,67,68,66,67,64,60,60
Temperzone HWP 79Y 10V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,66,66,66,63,62,60,55,55
Temperzone HWP 79Y 10V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,61,63,64,50,46,43,37,32
Temperzone HWP 79Y 8V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,63,63,62,61,62,59,54,54
Temperzone HWP 79Y 8V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,63,63,60,58,58,55,49,49
Temperzone HWP 79Y 8V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,58,60,58,45,42,38,31,26
Temperzone HWP 79Y 6V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,56,56,55,54,54,50,45,45
Temperzone HWP 79Y 6V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,60,60,54,53,51,48,42,42
Temperzone HWP 79Y 6V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,55,57,52,40,35,31,24,19
Temperzone HWP 79Y 4V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,50,50,46,44,43,38,32,32
Temperzone HWP 79Y 4V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,59,59,48,50,43,42,39,39
Temperzone HWP 79Y 4V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,54,56,46,37,27,25,21,16
Temperzone HWP 98Y 10V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,68,68,69,66,67,64,60,60
Temperzone HWP 98Y 10V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,66,66,66,62,62,60,55,55
Temperzone HWP 98Y 10V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,61,63,64,49,46,43,37,32
Temperzone HWP 98Y 8V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,63,63,62,60,61,57,53,53
Temperzone HWP 98Y 8V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,62,62,60,57,57,54,48,48
Temperzone HWP 98Y 8V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,57,59,58,44,41,37,30,25
Temperzone HWP 98Y 6V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,55,55,53,53,53,49,43,43
Temperzone HWP 98Y 6V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,59,59,52,52,51,48,42,42
Temperzone HWP 98Y 6V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,54,56,50,39,35,31,24,19
Temperzone HWP 98Y 4V Supply,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,48,48,45,42,42,38,29,29
Temperzone HWP 98Y 4V Return,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,56,56,48,50,44,43,41,41
Temperzone HWP 98Y 4V Breakout,,Reviewed,"Lw, dB(Z)",Building Services,Manufacturer Data,,51,53,46,37,28,26,23,18
Small truck idling,,Reviewed,"Lw, dB(Z)",Vehicle,,,91,90,87,86,86,84,77,67
Small truck driving slowly,,Reviewed,"Lw/m, dB(Z)/m",Vehicle,,,100,99,96,95,95,93,86,76
Small truck exhaust,,Reviewed,"Lw/m, dB(Z)/m",Vehicle,,,92,91,88,87,87,85,78,68
Small truck accelerating - Lmax,,Reviewed,"Lw, dB(Z)",Vehicle,,,107,106,103,102,102,100,93,83
Medium truck idling,,Reviewed,"Lw, dB(Z)",Vehicle,,,94,93,90,89,89,87,82,72
Medium truck driving slowly,,Reviewed,"Lw/m, dB(Z)/m",Vehicle,,,103,102,99,98,98,96,89,79
Medium truck exhaust,,Reviewed,"Lw/m, dB(Z)/m",Vehicle,,,95,94,91,90,90,88,81,71
Medium truck accelerating - Lmax,,Reviewed,"Lw, dB(Z)",Vehicle,,,109.6,108.6,105.5,104.8,105,102.8,96.1,85.9
Large truck idling,,Reviewed,"Lw, dB(Z)",Vehicle,,,99,95.6,91,94,91,89,84,72.9
Large truck driving slowly,,Reviewed,"Lw/m, dB(Z)/m",Vehicle,,,105.6,104.6,101.5,100.8,101,98.8,92.1,81.9
Large truck exhaust,,Reviewed,"Lw/m, dB(Z)/m",Vehicle,,,97.6,96.6,93.5,92.8,93,90.8,84.1,73.9
Large truck accelerating - Lmax,,Reviewed,"Lw, dB(Z)",Vehicle,,,112.6,111.6,108.5,107.8,108,105.8,99.1,88.9
Refrigerated truck condenser (small/medium truck),,Reviewed,"Lw, dB(Z)",Vehicle,,,99,96,91,91,86,84,79,71
Refrigerated truck condenser (large truck),,Reviewed,"Lw, dB(Z)",Vehicle,,,114,107,97,97,91,87,82,78
Truck air brake release Lmax,,Reviewed,"Lw, dB(Z)",Vehicle,,,114,115,114,106,107,101,84,72
Truck air horn Lmax,,Reviewed,"Lw, dB(Z)",Vehicle,,,90.74030061,89.13789808,106.7014992,119.5105589,112.5157333,110.0236357,98.04404848,89.26370054
Car idling,,Reviewed,"Lw, dB(Z)",Vehicle,,,84.2,81.2,74.2,70.2,70.2,67.2,61.2,57.2
Car driving slowly,,Reviewed,"Lw/m, dB(Z)/m",Vehicle,,,90.2,87.2,80.2,76.2,76.2,73.2,67.2,63.2
Van idling,,Reviewed,"Lw, dB(Z)",Vehicle,,,89.2,86.2,79.2,75.2,75.2,72.2,66.2,62.2
Van driving slowly,,Reviewed,"Lw/m, dB(Z)/m",Vehicle,,,95.2,92.2,85.2,81.2,81.2,78.2,72.2,68.2
Car engine start - Lmax,,Reviewed,"Lw, dB(Z)",Vehicle,,,95.29699707,93.79999542,85.93099976,86.73300171,93,92.80000305,91.1289978,86.70800018
Car door slam - Lmax,,Reviewed,"Lw, dB(Z)",Vehicle,,,87.6969986,90.29999542,93.03099823,94.33300018,94.30000305,89.80000305,87.02899933,83.50800323
Speaker box,,Reviewed,"Lw, dB(Z)",Fast food outlet,,,77.8,76.9,66.4,78.8,79,79.2,69,65
Speaker box - Lmax,,Reviewed,"Lw, dB(Z)",Fast food outlet,,,88,90,82,95,95,95,85,81
Outdoor patron,,Reviewed,"Lw, dB(Z)",Fast food outlet,,,0,57,66,72,71,66,51,0
Voice at pickup window,,Reviewed,"Lw, dB(Z)",Fast food outlet,,,0,51,60,66,65,60,45,0
Electric forklift - typical activity,,Reviewed,"Lw, dB(Z)",Warehouse / loading dock,,,81,82,87,79,77,75,75,73
Gas forklift - typical activity ,,Reviewed,"Lw, dB(Z)",Warehouse / loading dock,,,94.5,92,92.5,87.5,86.5,83.5,81.5,73
Diesel forklift - typical activity ,,Reviewed,"Lw, dB(Z)",Warehouse / loading dock,,,108,102,98,96,96,92,88,0
Forklift clanging forks - Lmax,,Reviewed,"Lw, dB(Z)",Warehouse / loading dock,,,108,109,114,106,104,102,102,0
Forklift horn - Lmax,,Reviewed,"Lw, dB(Z)",Warehouse / loading dock,,,83,82,88,106,90,106,107,0
Warehouse - internal reverberant level,,Reviewed,"Lw, dB(Z)",Warehouse / loading dock,,,76,71,65,75,75,76,71,65
Vacuum,,Reviewed,"Lw, dB(Z)",Car wash,,,80,76,75,74,75,86,77,71
Dog barking - SEL per bark,,Reviewed,"Lw, dB(Z)",Car wash,,,91,86,89,99,97,92,81,75
Dog barking - Lmax,,Reviewed,"Lw, dB(Z)",Car wash,,,85,80,83,93,91,86,75,69
Dog wash,,Reviewed,"Lw, dB(Z)",Car wash,,,75,78,75,74,77,83,79,73
Car wash - manual ,,Reviewed,"Lw, dB(Z)",Car wash,,,65.8,76.8,83.8,84.8,86.8,90.8,89.8,88.8
Car wash - auto,,Reviewed,"Lw, dB(Z)",Car wash,,,61,72,79,80,82,86,85,84
Air Conditioning Condenser (High Fan Speed) - Supermarket Lw 85 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,"https://www.acoustics.org.nz/sites/www.acoustics.org.nz/files/journal/pdfs/Harwood,_M_NZA2009.pdf",0,85,82,82,80,77,70,0
Refrigeration Condenser (High Fan Speed) - Supermarket Lw 88 dB(A) ,,Reviewed,"Lw, dB(Z)",Building Services,,"https://www.acoustics.org.nz/sites/www.acoustics.org.nz/files/journal/pdfs/Harwood,_M_NZA2009.pdf",0,86,86,83,84,80,74,0
"Small exhaust fan (toilet, garbage room) - Lw 60 dB(A)",,Reviewed,"Lw, dB(Z)",Building Services,,AAAC Guideline for Child Care Centre Acoustic Assessment Version 3.0. Spectrum based on Fantech TEF for A190707.,63,59,57,56,56,53,50,44
Small kitchen exhaust fan - Lw 70 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,AAAC Guideline for Child Care Centre Acoustic Assessment Version 3.0. Spectrum based on Fantech TEF for A190707.,73,69,67,66,66,63,60,54
Carpark exhaust fan Lw 85 dB(A) - outlet,,Reviewed,"Lw, dB(Z)",Building Services,,AAAC Guideline for Child Care Centre Acoustic Assessment Version 3.0. Spectrum based on Fantech APGV0808CP12/32 outlet,90,88,86,82,79,77,73,67
Large General exhaust fan—Lw 94 dB(A) / Lp 75 dB(A) at 3m,,Reviewed,"Lw, dB(Z)",Building Services,,Based on Fantech Fantech HC1808DP6/20,93,92,92,88,88,89,83,0
Condenser - small single fan outdoor unit (Lw 65 dB(A)),,Reviewed,"Lw, dB(Z)",Building Services,,AAAC Guideline for Child Care Centre Acoustic Assessment Version 3.0. Spectrum based on Daikin REYQ8PY1,68,70,68,64,60,53,51,0
Condenser - medium double fan outdoor unit (Lw 70 dB(A)),,Reviewed,"Lw, dB(Z)",Building Services,,AAAC Guideline for Child Care Centre Acoustic Assessment Version 3.0. Spectrum based on Daikin REYQ8PY2,73,75,73,69,65,58,56,0
Condenser - large double fan outdoor unit (Lw 80 dB(A)),,Reviewed,"Lw, dB(Z)",Building Services,,AAAC Guideline for Child Care Centre Acoustic Assessment Version 3.0. Spectrum based on Daikin REYQ8PY3,78,80,78,74,70,63,61,0
Evaporative cooler—Braemar RPB600 Radiated—Lw 80 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,Braemar technical data sheet,80,80,78,74,74,75,71,61
Evaporative cooler—Braemar RPB700 Radiated—Lw 78 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,Braemar technical data sheet,78,78,76,72,71,73,68,58
Evaporative cooler—Braemar RPB900 Radiated—Lw 84 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,Braemar technical data sheet,82,82,79,77,78,80,76,66
Evaporative cooler—Braemar RPB1000 Radiated—Lw 89 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,Braemar technical data sheet,88,88,86,85,85,84,79,71
Evaporative cooler—Braemar RPB1200 Radiated—Lw 88 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,Braemar technical data sheet,89,89,86,85,84,82,78,72
Evaporative cooler—Braemar RPB1300 Radiated—Lw 89 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,Braemar technical data sheet,90,90,87,86,85,83,79,73
Evaporative cooler—Braemar RPB1400 Radiated—Lw 93 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,Braemar technical data sheet,93,93,90,89,88,86,82,76
Evaporative cooler—Braemar RPB1500 Radiated—Lw 94 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,Braemar technical data sheet,95,95,92,91,89,87,84,78
Evaporative cooler—Braemar RPB1800 Radiated—Lw 96 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,Braemar technical data sheet,97,97,94,93,91,89,87,82
Carrier air cooled chillers (screw fixed speed)—30XBE 500 Standard Lw 99 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,,0,94,93,95,96,91,86,0
Carrier air cooled chillers (screw fixed speed)—30XBE 500 Standard+Option15 Lw 95 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,,0,94,92,93,91,86,80,0
Carrier air cooled chillers (screw fixed speed)—30XBE 500  Standard+Option15LS Lw 91 dB(A),,Reviewed,"Lw, dB(Z)",Building Services,,,0,90,93,88,87,81,69,0
